gene1,gene2,co-expression,BP,CC,MF,label,ppi
KIAA1191,INCENP,0.11883730192055249,0.0,0.4064625850340136,0.9797297297297297,0,Q96A73:Q9NQS7
NDUFB7,TOMM6,0.28910912207850015,0.16666666666666666,0.5537037037037037,1.0,0,P17568:Q96B49
OR6C75,SPRYD4,-0.030488007383758044,0.0,0.16666666666666666,0.16666666666666666,0,A6NL08:Q8WW59
MYBPHL,CTNNB1,-0.11325479879565908,0.1836470292992032,0.3740922619047619,0.9380747126436783,0,A2RUH7:P35222
MDFI,THAP7,0.23200106992036554,0.8142857142857143,0.4515873015873016,0.9110441767068274,-1,Q99750:Q9BT49
NACAD,MED18,-0.41161531720842753,0.0653846153846154,0.25850340136054417,0.9555555555555557,0,O15069:Q9BUE0
MXI1,TMEM196,-0.10297440036784732,0.10669191919191919,0.5,1.0,0,P50539:Q5HYL7
CDH16,ACD,-0.0716818429558981,0.12340499007165674,0.2893374741200828,0.9210526315789473,0,O75309:Q96AP0
MRPS11,GFM1,0.7708527947801972,0.3333333333333333,0.7083333333333334,0.3663194444444444,-1,P82912:Q96RP9
UBE2I,PIAS4,0.4587327992619668,0.35175711652402525,0.8858156028368795,0.7864922723475357,1,P63279:Q8N2W9
RPLP1,FAU,0.8445457070232513,0.4858974358974359,0.7694677871148459,0.54421768707483,-1,P05386:P62861
BIK,BCL2L2,-0.2788059864487158,0.2580567580567581,0.5035714285714286,0.9607843137254902,1,Q13323:Q92843
CLDN9,ZYX,-0.0917092084512206,0.19270833333333331,0.321031746031746,0.953030303030303,0,O95484:Q15942
LMO4,CEP70,0.03460753294185367,0.14545454545454545,0.4930555555555555,0.997979797979798,0,P61968:Q8NHQ1
PSMG4,PSMG4,1.0,1.0,1.0,1.0,1,Q5JS54:Q5JS54
MRPL18,MRPS33,0.3731646045358507,1.0,0.6756198347107438,1.0,-1,Q9H0U6:Q9Y291
TBP,STOML3,0.15033233297759177,0.1111111111111111,0.2833333333333333,1.0,0,P20226:Q8TAV4
CWC27,XAB2,0.7092107426605536,0.497108843537415,0.7506802721088437,1.0,-1,Q6UX04:Q9HCS7
HSBP1,HSCB,0.2733064544156288,0.15555555555555553,0.38749999999999996,0.934375,0,O75506:Q8IWL3
RAD1,HMGCR,0.2542601502521964,0.09852564102564103,0.2962962962962963,0.43558201058201057,0,O60671:P04035
RPS15A,ETF1,0.597032958299142,0.1220238095238095,0.6129629629629629,0.6124574829931974,-1,P62244:P62495
B4GAT1,NR1H4,-0.2514284080486971,0.08058565247799433,0.21222943722943724,0.4926943426943427,0,O43505:Q96RI1
REM1,REM1,1.0,0.5384615384615384,0.611111111111111,0.3672222222222222,1,O75628:O75628
IGKV1-39,PDLIM7,-0.11913537159257315,0.17777777777777773,0.296875,0.4826797385620915,0,P01597:Q9NR12
RPL18A,RSL24D1,0.7000058108627402,0.5625,0.4583333333333333,0.875,-1,Q02543:Q9UHA3
BUD23,RPS6,0.3714013745003609,0.12812049062049063,0.45309523809523816,0.6885964912280702,-1,O43709:P62753
NRIP1,SRFBP1,0.712301900154058,0.09090909090909091,0.43703703703703706,0.25,0,P48552:Q8NEF9
LSM6,SRSF1,0.7885559386375257,0.37733037659508245,0.7677419354838709,0.8460526315789473,-1,P62312:Q07955
CENPA,KDM4D,0.1040350381603355,0.12877886002886002,0.4979166666666667,0.32597402597402597,0,P49450:Q6B0I6
RAB7A,CREG2,-0.06049218624160282,0.0,0.5666666666666667,0.0,0,P51149:Q8IUH2
CLDN6,FAIM2,0.5748963628410149,0.1565073815073815,0.3611111111111111,0.7037037037037037,0,P56747:Q9BWQ8
KCND1,MAGED1,0.2920202314416986,0.11385054339599794,0.37499999999999994,0.19858585858585856,0,Q9NSA2:Q9Y5V3
RPL13,MDP1,0.3964587390354623,0.125,0.0,0.125,0,P26373:Q86V88
MTA1,HDAC1,0.5008505443205157,0.30509528403435965,0.6526455026455028,0.8818401937046005,1,Q13330:Q13547
SIAH1,OGFOD1,0.5105326727410693,0.17916666666666664,0.5918367346938774,0.330026455026455,0,Q8IUQ4:Q8N543
VPS37D,HOXB13,0.0335661560963413,0.12523199023199022,0.24444444444444446,0.49059829059829063,0,Q86XT2:Q92826
TRAV30,B2M,0.31575835135498576,0.13071842929797473,0.124251443001443,0.0,0,A0A087WSZ9:P61769
RPL4,NMD3,0.7672412401819788,0.08768823768823768,0.5666666666666667,0.319047619047619,-1,P36578:Q96D46
DAP3,MRPL9,0.8751012593681454,1.0,0.5248484848484848,0.7,-1,P51398:Q9BYD2
OR2T5,RHPN1-AS1,-0.06476781556399833,0.0,0.0,0.16666666666666666,0,Q6IEZ7:Q9BWJ2
RBFA,MRPS24,0.4879472480253564,0.16666666666666666,0.1952479338842975,0.25,-1,Q8N0V3:Q96EL2
FAM76A,MRPL24,0.31473676325300054,0.0,0.18269230769230768,0.0,0,Q8TAV0:Q96A35
CCT8,SOX10,-0.11872505323678062,0.15326312576312578,0.7333333333333333,0.7076081007115489,0,P50990:P56693
PCBP2,ZC3HAV1L,0.8034857481559007,0.0,1.0,0.0,0,Q15366:Q96H79
SMAD1,LPCAT4,0.32697164953399405,0.12222222222222223,0.4916666666666667,0.11893090569561157,0,Q15797:Q643R3
SNRPG,SNRPD1,0.8826638624997195,0.6212585034013605,0.41324884792626726,0.8574074074074074,-1,P62308:P62314
PHF5A,WBP11,0.7708261971421616,0.48333333333333334,0.8136363636363636,0.9338709677419355,-1,Q7RTV0:Q9Y2W2
AQR,FAM32A,0.7127559943602041,0.14285714285714285,0.6363636363636365,0.625,-1,O60306:Q9Y421
PSMB6,PSME2,0.34534393161095767,0.05718954248366013,0.8623407109322602,0.9285714285714285,-1,P28072:Q9UL46
EGLN3,TDRD3,0.006897685336928605,0.1164021164021164,0.46176470588235297,0.611111111111111,0,Q9H6Z9:Q9H7E2
DRD1,GNB1,0.1265090806103323,0.33842592592592596,0.3565535124941067,0.8865740740740741,1,P21728:P62873
ELOB,ASB9,0.15499478673394287,0.42512254901960783,0.6194444444444445,0.9702380952380952,1,Q15370:Q96DX5
SNRNP40,WDR70,0.8358001642478959,0.0,0.6333333333333334,1.0,-1,Q96DI7:Q9NW82
GINS1,ELOC,0.609711190962737,0.09415954415954415,0.5699685534591196,0.9732704402515723,-1,Q14691:Q15369
MED8,MED20,0.772607913161762,0.31931018021243585,0.4763888888888889,0.9311111111111111,1,Q96G25:Q9H944
RPL21,PCSK9,-0.21992864368959417,0.14069264069264067,0.34603174603174597,0.625705467372134,0,P46778:Q8NBP7
FNTB,EXOC4,0.19399064682096898,0.12206709956709956,0.46923076923076923,0.9807692307692307,0,P49356:Q96A65
TAB1,TAB2,0.7346933775127427,0.2657552764695622,0.7636469221835076,0.8795238095238096,1,Q15750:Q9NYJ8
SNRPD1,ESS2,0.3708076837933417,0.6923076923076924,0.7083333333333334,1.0,0,P62314:Q96DF8
SOX2,MAT2B,-0.32368588418123045,0.14682539682539683,0.3555555555555555,0.8588235294117647,0,P48431:Q9NZL9
ERAL1,MRPS24,0.4341996023465715,0.09090909090909091,0.6725206611570248,0.7222222222222222,-1,O75616:Q96EL2
RPS3A,RPL23,0.975329252562549,0.264863175019425,0.603379416282642,0.6434837092731829,-1,P61247:P62829
MTHFD1,UPF3B,0.29474552725070213,0.11412337662337663,0.5537037037037037,0.9093023255813953,0,P11586:Q9BZI7
NDUFS8,NDUFS4,0.45680686439029805,0.26934411585146883,0.45192307692307676,0.78125,1,O00217:O43181
RPLP1,RPL18,0.8759777921011357,1.0,0.6072829131652662,0.625,-1,P05386:Q07020
MRM3,MRPL11,0.6789100195431212,0.1369047619047619,0.4114057239057239,0.9108527131782945,-1,Q9HC36:Q9Y3B7
PPIL4,SNRNP40,0.787350730089348,0.06117167919799499,0.6439440993788818,0.9659090909090909,0,Q8WUA2:Q96DI7
SNRPE,PPIL3,0.8279366152659422,0.38791423001949316,0.761904761904762,0.712962962962963,0,P62304:Q9H2H8
TCERG1,SMU1,0.8574298321039315,0.4375,0.5428571428571429,1.0,-1,O14776:Q2TAY7
GABBR2,PDE1B,0.1498426017077353,0.1178623845290512,0.47222222222222227,0.2702479338842975,0,O75899:Q01064
PLK1,BIRC3,0.6464658323485175,0.2336597265168694,0.882170542635659,0.6777777777777778,0,P53350:Q13489
POP4,NDUFB10,0.10259987209115849,0.08282051282051282,0.18367346938775508,0.9375,0,O95707:O96000
TCERG1,SRSF1,0.8784500830947488,0.29716178429413725,0.7677419354838709,0.8460526315789473,-1,O14776:Q07955
TULP3,RB1,0.4048364980112276,0.2199826086020116,0.6018135018135019,0.9647633744855968,0,O75386:P06400
UBB,PSMB1,0.14998310811194077,0.75,0.7831569664902998,1.0,-1,P0CG47:P20618
IL2RB,AUP1,0.28223633285036687,0.12893939393939396,0.3357142857142858,0.6166666666666666,0,P14784:Q9Y679
POLR2F,MED28,0.4625165499569643,0.06026556776556776,0.45850340136054424,0.24829931972789115,-1,P61218:Q9H204
IZUMO1R,FSBP,0.20060437157005387,0.0,0.35,1.0,0,A6ND01:O95073
SMIM2,PLEK2,-0.047007728124915917,0.0,0.5083333333333333,0.16984126984126982,0,Q9BVW6:Q9NYT0
RPS2,RPS28,0.9242043674349548,0.522077922077922,0.7066924066924067,0.6538461538461539,-1,P15880:P62857
IGFALS,YWHAE,-0.2585424116234254,0.22498556998556998,0.4372641509433963,0.4844022594022594,0,P35858:P62258
WBP4,DMKN,-0.033777499826477736,0.1111111111111111,0.5,1.0,0,O75554:Q6E0U4
FBL,CD226,0.4839250517769235,0.10915084915084912,0.7222222222222222,0.8525641025641024,0,P22087:Q15762
TUFM,MRPL54,0.6189708000860469,0.3333333333333333,0.2491258741258741,0.5,-1,P49411:Q6P161
KIAA0319,HSPBP1,0.4915633105267658,0.12777777777777777,0.625,0.8666666666666665,0,Q5VV43:Q9NZL4
NELFE,INTS7,0.6484933463161191,0.21243386243386245,0.5055555555555555,1.0,0,P18615:Q9NVH2
TLR2,OR2K2,-0.05167637907990179,0.5555555555555556,1.0,1.0,0,O60603:Q8NGT1
RPL17,MAMLD1,0.2797586552980783,0.08333333333333334,0.3901960784313725,0.0,0,P18621:Q13495
SEC61G,RPL24,0.5518498617737193,0.08277000777000777,0.6696649029982362,0.34500000000000003,-1,P60059:P83731
SEC22B,SEC24A,0.69433078600368,0.2501456876456877,0.5222222222222221,0.8571428571428571,1,O75396:O95486
EIF2S3,PIGO,0.66729973666537,0.125,0.3333333333333333,0.14285714285714285,0,P41091:Q8TEQ8
GTF2H1,ASH2L,0.890867673681502,0.25396825396825395,0.7413079975579977,0.9685714285714285,0,P32780:Q9UBL3
SOD3,RWDD2A,0.07628341234789496,0.0,0.0,1.0,0,P08294:Q9UIY3
RPLP2,RPS3A,0.9273147815994182,0.6632575757575757,0.6850793650793651,0.6944444444444444,-1,P05387:P61247
HSPD1,COPS7A,0.11688256873711746,0.17908653846153844,0.5615384615384615,1.0,0,P10809:Q9UBW8
NDUFA2,MT-ND3,0.2785557254011516,0.36006273138626077,0.6796536796536795,0.5625,-1,O43678:P03897
WBP4,WBP4,1.0,0.75,0.47380952380952385,0.7321428571428571,0,O75554:O75554
FAHD1,PEMT,0.21171878720966816,0.09013605442176871,0.6158730158730159,0.4166666666666667,0,Q6P587:Q9UBM1
FBL,NOL6,0.7538943512441774,0.5393939393939393,0.47507002801120446,0.8125,-1,P22087:Q9H6R4
PPP4C,GTF2H5,0.04809315460143051,0.13917233560090703,0.9455399061032865,1.0,0,P60510:Q6ZYL4
AKR7A3,CCL8,-0.030509052305693844,0.1284081415660363,0.5,0.33928571428571425,0,O95154:P80075
NDUFS8,SERPINA10,-0.29927272121443405,0.0914141414141414,0.27037037037037037,0.75,0,O00217:Q9UK55
NDUFS8,MT-ND1,0.25299590782878034,0.33287419651056016,0.5877777777777777,0.5694444444444444,1,O00217:P03886
RPL23A,PLEKHM1,0.3622696444455983,0.09700061842918985,0.3095959595959596,0.9619047619047618,0,P62750:Q9Y4G2
WDR36,UTP4,0.7960562772803484,0.4124331550802139,0.47058823529411764,0.2894736842105263,-1,Q8NI36:Q969X6
RPS10,RPS13,0.9591461931568688,0.6994047619047619,0.6767857142857142,0.6355555555555554,-1,P46783:P62277
HLA-DOA,EDNRA,-0.010943005013547117,0.12625060125060122,1.0,0.49642857142857144,0,P06340:P25101
NR3C1,DAP3,0.686689470872243,0.5625,0.34875,0.6527777777777778,-1,P04150:P51398
NDUFA1,UQCRC1,0.7245052883650752,0.5451298701298701,0.45346320346320346,0.13376623376623376,-1,O15239:P31930
RPS21,LRRC47,0.4969561759239334,0.125,0.0,0.4583333333333333,-1,P63220:Q8N1G4
ACTR2,MED11,0.2441870149730949,0.5256578947368421,0.27870370370370373,0.8944444444444444,0,P61160:Q9P086
MRPS5,MRPL22,0.7013744568528621,1.0,0.5527597402597403,0.5833333333333334,-1,P82675:Q9NWU5
MTNR1A,GNB1,0.1107453918764957,0.4726220538720538,0.3565535124941067,0.8865740740740741,-1,P48039:P62873
WDHD1,POLA1,0.7846084607749712,0.4074652777777778,0.6927927927927929,0.5951499118165785,-1,O75717:P09884
VARS1,GTF2H1,0.7614154488063256,0.15321103188750249,0.47962962962962963,0.9434782608695652,0,P26640:P32780
PSEN1,DCAF5,0.31823540551038837,0.13333333333333333,0.71875,1.0,0,P49768:Q96JK2
EIF3J,UBE2F,0.29791722139884796,0.13999999999999999,0.8666666666666667,0.5929487179487178,0,O75822:Q969M7
NR3C1,HSP90AA1,0.3688675549158321,0.16432321066467406,0.8117621527777777,0.9096845922276957,1,P04150:P07900
ITGA2B,CNPPD1,0.29019859912031265,0.0,0.4222222222222223,0.23809523809523808,0,P08514:Q9BV87
CDK5RAP3,DISC1,0.22575727268443962,0.15376190476190477,0.44336419753086415,0.9927219796215428,-1,Q96JB5:Q9NRI5
MTG1,MRPL18,0.1721804898100022,0.6923076923076924,0.5045454545454545,0.6547619047619049,-1,Q9BT17:Q9H0U6
TNFRSF17,TMEM205,-0.17073331633962385,0.0,1.0,1.0,0,Q02223:Q6UW68
RPL36A,ZNF622,0.6262824714787798,0.0943841872413301,0.4133333333333333,0.6071428571428571,-1,P83881:Q969S3
SRSF1,SNW1,0.820657585873985,0.1977288271461204,0.8085581085581085,0.9504273504273505,-1,Q07955:Q13573
DRD1,KLHL3,-0.013882214637520787,0.11812535290796161,0.2521367521367522,0.8222222222222224,0,P21728:Q9UH77
LSM3,SNIP1,0.7699012481637666,0.41121031746031744,0.5077922077922078,0.9364864864864867,-1,P62310:Q8TAD8
SNRPD3,SMU1,0.8936751030975972,0.4375,0.5428571428571429,1.0,-1,P62318:Q2TAY7
MRPL34,MTRES1,0.6700174659513349,0.12777777777777777,0.5625,0.195578231292517,-1,Q9BQ48:Q9P0P8
NOP2,RPL19,0.7291626314835785,0.13214285714285712,0.3798941798941798,0.5384615384615384,-1,P46087:P84098
ATL3,LAX1,-0.048432794071991275,0.11483011937557394,0.6615384615384615,0.8703703703703703,0,Q6DD88:Q8IWV1
ZNF839,UPF3B,0.41111030188978565,0.0,0.0,0.19210963455149502,0,A8K0R7:Q9BZI7
CKB,ELOB,0.22432867161985612,0.11733405483405483,0.6172839506172839,0.9393939393939393,-1,P12277:Q15370
RPS26,PA2G4,0.5353277265284886,0.1553361344537815,0.41595238095238096,0.7083333333333333,-1,P62854:Q9UQ80
PPP1CA,PPP1R18,0.5609016991229291,0.0,0.6,0.9902912621359223,1,P62136:Q6NYC8
IFNAR1,ACAP2,0.612354978036654,0.11958874458874458,0.39999999999999997,0.5857142857142857,0,P17181:Q15057
CCT4,IL17REL,0.049694851428622316,0.16666666666666666,0.5,0.16666666666666666,0,P50991:Q6ZVW7
GJB1,BDH2,-0.16788285885009743,0.13095238095238093,0.37916666666666665,0.28968253968253965,0,P08034:Q9BUT1
DDX28,MRPL42,0.5575546660327781,0.11805555555555555,0.28101325757575757,0.5833333333333334,-1,Q9NUL7:Q9Y6G3
RPL31,NOC2L,0.6358400774820198,0.08673687423687423,0.35833333333333334,0.6862745098039217,-1,P62899:Q9Y3T9
CREG1,CREG1,0.9999999999999998,0.3387301587301587,0.4574829931972789,1.0,1,O75629:O75629
EIF2S1,RPS29,0.4807696275682921,0.21666666666666667,0.7327891156462585,0.1964285714285714,-1,P05198:P62273
UBC,UBE2D2,0.6099962057280726,0.6701388888888888,0.85,0.8641381766381769,1,P0CG48:P62837
RPSA,RPL10A,0.8380974921733008,0.82,0.6422161172161173,0.7,-1,P08865:P62906
F2RL3,MRPL45,0.12047963924158447,0.14285714285714285,0.19074074074074074,0.375,0,Q96RI0:Q9BRJ2
FANCC,FANCE,0.2999962997969894,1.0,0.6766666666666665,1.0,1,Q00597:Q9HB96
SAMD7,NOX4,-0.07991693075360903,0.09119954119954118,0.33055555555555555,0.22938988095238094,0,Q7Z3H4:Q9NPH5
IL4,DDR2,-0.0661701242467749,0.1954767868946973,0.2645833333333333,0.3473036819811013,0,P05112:Q16832
IL13RA1,TREML1,0.009758984989421517,0.3055555555555555,0.4547619047619047,0.7333333333333334,0,P78552:Q86YW5
MRPL4,SLIRP,0.4434554327639828,0.09916666666666667,0.535515873015873,0.9166666666666666,-1,Q9BYD3:Q9GZT3
PRKAR2A,AKAP7,-0.03248490108308931,0.22905122655122656,0.4770833333333333,0.9087301587301588,0,P13861:Q9P0M2
EIF2S2,EIF2B5,0.4090965996353941,0.2432339265672599,0.49090909090909096,0.6279761904761905,1,P20042:Q13144
BCL2A1,MKX,-0.1507890726489364,0.13035714285714287,0.35,0.17037037037037037,0,Q16548:Q8IYA7
ALG10,MTARC1,0.007231891542790892,0.16904761904761903,0.3703703703703704,0.31938775510204087,0,Q5BKT4:Q5VT66
EIF3J,EIF2S1,0.7981745164921306,0.20804159608507433,0.6541050903119869,0.839080459770115,-1,O75822:P05198
SAG,UBE2M,0.30931853800338055,0.12345679012345677,0.8131578947368421,0.8405934343434344,0,P10523:P61081
CDH1,RPS26,0.12867354266967004,0.1445578231292517,0.42910052910052904,0.6222222222222221,-1,P12830:P62854
POLR3A,SNAPC4,0.7387053088819936,0.6666666666666666,0.8,0.6009259259259259,-1,O14802:Q5SXM2
ETF1,RPL23A,0.658795170824789,0.225,0.6579047619047619,0.6391666666666667,-1,P62495:P62750
PDCD4,EIF3M,0.3440903206409595,0.16944444444444443,0.6114583333333333,0.9137931034482759,0,Q53EL6:Q7L2H7
CRABP2,CRABP2,1.0,0.23923933209647494,0.558974358974359,0.6305194805194806,1,P29373:P29373
GBP2,MED31,0.14641437962384748,0.0999594155844156,0.38333333333333336,0.7851851851851851,0,P32456:Q9Y3C7
MRPS10,MRPL18,0.6666017803681885,0.6923076923076924,0.5045454545454545,0.0,-1,P82664:Q9H0U6
RAC1,CEP128,0.35050584529468853,0.17777777777777778,0.33571428571428574,0.0,0,P63000:Q6ZU80
CALM3,PTAFR,-0.16412603769018194,0.1948984923122854,0.8638888888888888,0.2851731601731602,-1,P0DP25:P25105
PPP5C,FMR1NB,-0.04039414001828226,0.0,1.0,0.0,0,P53041:Q8N0W7
ENO1,CBX5,0.6278702712826575,0.7063492063492064,0.3126984126984127,0.9589646464646465,-1,P06733:P45973
POLD1,COLEC10,-0.1305604578904106,0.10098188848188848,0.4023809523809524,0.5277777777777778,0,P28340:Q9Y6Z7
RPS25,CCDC124,0.44770988611206836,0.14444444444444446,0.47333333333333333,0.6041666666666666,-1,P62851:Q96CT7
MAGOHB,ABCD2,0.06821584840992767,0.10052083333333332,0.4610389610389611,0.5016121031746031,0,Q96A72:Q9UBJ2
MGRN1,CNTN1,0.4559549467921491,0.16177248677248676,0.47291666666666665,0.7083333333333334,0,O60291:Q12860
NDUFS5,KCTD20,0.358134858538524,0.09821428571428571,0.2,1.0,0,O43920:Q7Z5Y7
SNRPF,PPIG,0.7473246027252332,0.4222222222222222,0.6138888888888888,0.7766666666666667,-1,P62306:Q13427
DUSP28,AQP3,-0.04991479631442347,0.10555555555555556,0.0,0.13035470535470534,0,Q4G0W2:Q92482
PPP1CA,SHOC2,0.5071853312054204,0.15618411768930798,0.5278571428571428,0.7757936507936508,1,P62136:Q9UQ13
RGS10,GNAI3,0.5706299604997319,0.4329844758416187,0.6948979591836734,0.7502525252525252,1,O43665:P08754
RPS15A,RPS28,0.925223804557935,0.522077922077922,0.7066924066924067,0.6538461538461539,-1,P62244:P62857
FGF2,RBM48,0.18252335090873958,0.1625,0.44000000000000006,0.9722222222222222,0,P09038:Q5RL73
SCNN1G,IST1,0.09178352336371506,0.13596681096681096,0.3560528756957328,0.9418604651162791,0,P51170:P53990
LRPPRC,MRPS18B,0.6729508250099945,0.17777777777777778,0.28991477272727273,0.94,-1,P42704:Q9Y676
RPS16,RPL24,0.9426665734792506,0.6277777777777777,0.6696649029982362,0.5892857142857143,-1,P62249:P83731
CLEC12B,APPBP2,0.3947400122721912,0.11010101010101012,0.3178571428571429,0.9827380952380953,0,Q2HXU8:Q92624
EMC4,SUCLA2,0.7168955094871687,0.125974025974026,0.18874458874458877,0.8078703703703705,0,Q5J8M3:Q9P2R7
SNRPD2,STEEP1,0.7597966799663035,0.1114996114996115,0.5990196078431372,0.75,0,P62316:Q9H5V9
NMD3,ARIH1,0.6186895697822853,0.07884615384615386,0.40992063492063485,0.1765350877192983,0,Q96D46:Q9Y4X5
PSMD9,AHCYL1,-0.25775376198632793,0.09484488822724119,0.4166666666666667,0.9590643274853801,-1,O00233:O43865
ASB9,MPP4,-0.02247881645747291,0.1111111111111111,0.45666666666666667,1.0,0,Q96DX5:Q96JB8
ABHD17C,CYSLTR1,-0.09424146119050977,0.12497187997187999,1.0,0.1263227513227513,0,Q6PCB6:Q9Y271
OASL,API5,0.0675836234937423,0.15007215007215008,0.38148148148148153,0.725,0,Q15646:Q9BZZ5
RGS7BP,IYD,-0.059339258982664345,0.12285714285714286,0.3743589743589743,0.0,0,Q6MZT1:Q6PHW0
TMIE,APH1A,-0.3858463075948752,0.09977453102453102,0.6172743055555556,0.0,0,Q8NEW7:Q96BI3
SYF2,YJU2,0.7270925132541793,0.12566137566137567,0.5714285714285714,0.9733333333333333,-1,O95926:Q9BW85
ADRB2,GPSM2,0.3009773636751948,0.17303230957077115,0.3458333333333333,0.8840388007054673,0,P07550:P81274
APBB3,IGFL1,-0.10507200140821814,0.0,0.5,1.0,0,O95704:Q6UW32
DDOST,MAGT1,0.7276479907693436,0.5437964812964813,0.5794871794871796,0.125,-1,P39656:Q9H0U3
ELOB,CCDC89,0.7008631495656769,0.0,0.35,1.0,0,Q15370:Q8N998
NOP2,WDR55,0.8463924007804244,1.0,0.6,0.0,0,P46087:Q9H6Y2
PRKRIP1,C9orf78,0.6621666840210971,0.41944444444444445,0.6047619047619047,0.7222222222222222,0,Q9H875:Q9NZ63
CCNA2,WDR54,0.6964688815928342,0.13119769119769117,0.4916666666666667,0.75,0,P20248:Q9H977
ICA1,GUSBP1,0.29982227178426296,0.125,0.0,1.0,0,Q05084:Q15486
RPS14,RPS6,0.9671986080040575,0.35282041191132096,0.6630952380952381,0.6885964912280702,-1,P62263:P62753
RPL29,SEC61G,0.5360175871503037,0.09545454545454546,0.5555555555555556,0.40972222222222227,-1,P47914:P60059
KLRK1,STT3B,0.15029213737850394,0.12927350427350426,0.31851851851851853,0.48250000000000004,0,P26718:Q8TCJ2
EPHA10,KMT5A,-0.2111921444940033,0.35325091575091566,0.4366666666666667,0.5067059483726151,0,Q5JZY3:Q9NQR1
C16orf78,MRPL57,0.013408164073589577,0.0,0.2064393939393939,0.0,0,Q8WTQ4:Q9BQC6
RGS10,CDK8,0.6282546496779527,0.21666666666666667,0.6197266785502079,0.6941023535851124,0,O43665:P49336
MRPL33,MRPS11,0.35199327621638166,1.0,0.521969696969697,0.5166666666666666,-1,O75394:P82912
HLA-DQA1,MSANTD3,0.028144224757154446,0.0,0.0,1.0,0,P01909:Q96H12
GLT6D1,DNAAF5,0.07899960288967844,0.12698412698412698,0.3499999999999999,0.16666666666666666,0,Q7Z4J2:Q86Y56
MRPL23,MRPS18B,0.7428996589531723,1.0,0.5086647727272727,0.94,-1,Q16540:Q9Y676
RPS20,RPS24,0.8631858840703455,0.48839285714285713,0.7233766233766233,0.6476190476190476,-1,P60866:P62847
RPS3A,RPS21,0.9483947735718913,0.7777777777777778,0.7340136054421768,0.7272727272727273,-1,P61247:P63220
VHL,EPAS1,0.0374799168024295,0.2163967249005612,0.6944444444444444,0.7778619528619528,1,P40337:Q99814
CD2,KRBA2,-0.05485180514244075,0.12941176470588237,0.0,0.6666666666666666,0,P06729:Q6ZNG9
SNRPB,LSM11,0.28081397249239043,0.19841269841269837,0.5500000000000002,0.6875,-1,P14678:P83369
GNAI1,APLN,0.47683386467262484,0.2751763668430336,0.5,0.7083333333333334,0,P63096:Q9ULZ1
EXOC1,RNF7,0.6577227945319898,0.09078884078884078,0.5086538461538461,0.6897790647790647,0,Q9NV70:Q9UBF6
NDUFB6,NDUFA3,0.7040909155243726,0.3496969696969697,0.6235827664399091,0.9485294117647058,-1,O95139:O95167
CCNH,GTF2H4,0.8187414908538098,0.20238095238095238,0.9127413127413125,0.8041666666666666,1,P51946:Q92759
PPIL2,SRRM1,0.6659650989600246,0.5791666666666667,0.7492063492063492,0.8333333333333334,-1,Q13356:Q8IYB3
RPS2,RPS10,0.8867751557623368,1.0,0.7668027210884354,0.7,-1,P15880:P46783
FBL,UTP18,0.7052129703019362,0.5454545454545454,0.5621212121212122,0.625,-1,P22087:Q9Y5J1
ZNF664,ZNF692,0.35960226876737833,0.7083333333333334,0.225,0.4152777777777777,0,Q8N3J9:Q9BU19
NANOS1,ABI2,0.20293920482849054,0.256993006993007,0.3255555555555556,0.9787558685446008,0,Q8WY41:Q9NYB9
EIF4A3,PPIG,0.8192380244766908,0.13791423001949318,0.6138888888888888,0.7766666666666667,-1,P38919:Q13427
TIPRL,TTLL2,0.16214617561715458,0.10555555555555556,0.3333333333333333,0.4916666666666667,0,O75663:Q9BWV7
MRPS10,MRPL11,0.701808726532157,1.0,0.4563131313131314,0.0,-1,P82664:Q9Y3B7
RPS8,RPS15A,0.9373354184170813,0.6027777777777777,0.739021164021164,0.6911764705882353,-1,P62241:P62244
ITGB3BP,CENPS,0.4706427524636804,0.2571012321012321,0.6448717948717947,0.809375,-1,Q13352:Q8N2Z9
SNRPB,NOSIP,0.4175775766851426,0.09511784511784512,0.5142857142857143,0.6157407407407408,0,P14678:Q9Y314
OR2J1,HSPBP1,0.12569329773759616,0.13333333333333333,0.25,0.16349206349206347,0,Q9GZK6:Q9NZL4
CDC37,HEATR3,0.6520776542195569,0.17,0.0,1.0,0,Q16543:Q7Z4Q2
SIM2,CMTR2,0.03845348065075694,0.15,0.35,0.1111111111111111,0,Q14190:Q8IYT2
PPP5C,MSRA,0.1028572112953245,0.3311111111111111,0.46041666666666664,0.7410714285714286,0,P53041:Q9UJ68
CDC7,MCM2,0.553965948075226,0.17232681534152125,0.6154320987654321,0.8284920634920635,1,O00311:P49736
MRPL38,MRPL40,0.544525839753915,0.5625,0.4763368983957219,0.90625,1,Q96DV4:Q9NQ50
KIN,SNW1,0.8407900177941485,0.1977288271461204,0.8085581085581085,0.9504273504273505,-1,O60870:Q13573
MRPL40,SERTAD1,0.20387446864791417,0.0989010989010989,0.45555555555555555,0.967948717948718,0,Q9NQ50:Q9UHV2
SNU13,NRG4,0.34729776929068146,0.07692307692307693,0.49479166666666663,0.8541666666666666,0,P55769:Q8WWG1
SLC9A1,SHROOM1,-0.03903157936716773,0.15555555555555556,0.30436507936507934,0.3333333333333333,0,P19634:Q2M3G4
RPS15A,RACK1,0.8999172794964171,0.18719273781773782,0.5023809523809524,0.8351882613510518,-1,P62244:P63244
KRAS,HLA-C,0.26545287798078987,0.15227272727272728,0.5197945845004668,0.9393939393939393,1,P01116:P10321
